GRUPO ECONÔMICO,VARIÁVEL,SERVIÇO,data,valor
algar,indicador de desempenho no atendimento (ida),SCM,2018-01,86.0338380253346
net,indicador de desempenho no atendimento (ida),SCM,2018-01,89.3021649382639
oi,indicador de desempenho no atendimento (ida),SCM,2018-01,34.9113278810407
sercomtel,indicador de desempenho no atendimento (ida),SCM,2018-01,72.0011413275528
sky,indicador de desempenho no atendimento (ida),SCM,2018-01,33.7457827029103
tim,indicador de desempenho no atendimento (ida),SCM,2018-01,0.0
vivo,indicador de desempenho no atendimento (ida),SCM,2018-01,69.8853030470444
algar,índice de reclamações,SCM,2018-01,0.958646478986615
net,índice de reclamações,SCM,2018-01,0.827913402469445
oi,índice de reclamações,SCM,2018-01,2.74416659649322
sercomtel,índice de reclamações,SCM,2018-01,0.180776504616754
sky,índice de reclamações,SCM,2018-01,3.05016869188359
tim,índice de reclamações,SCM,2018-01,7.69238135824519
vivo,índice de reclamações,SCM,2018-01,1.60458787811822
algar,quantidade de acessos em serviço,SCM,2018-01,546604.0
net,quantidade de acessos em serviço,SCM,2018-01,8953835.0
oi,quantidade de acessos em serviço,SCM,2018-01,6282053.0
sercomtel,quantidade de acessos em serviço,SCM,2018-01,215736.0
sky,quantidade de acessos em serviço,SCM,2018-01,364570.0
tim,quantidade de acessos em serviço,SCM,2018-01,417686.0
vivo,quantidade de acessos em serviço,SCM,2018-01,7593227.0
algar,quantidade de reabertas,SCM,2018-01,38.0
net,quantidade de reabertas,SCM,2018-01,560.0
oi,quantidade de reabertas,SCM,2018-01,1778.0
sercomtel,quantidade de reabertas,SCM,2018-01,7.0
sky,quantidade de reabertas,SCM,2018-01,39.0
tim,quantidade de reabertas,SCM,2018-01,552.0
vivo,quantidade de reabertas,SCM,2018-01,689.0
algar,quantidade de reclamações,SCM,2018-01,524.0
net,quantidade de reclamações,SCM,2018-01,7413.0
oi,quantidade de reclamações,SCM,2018-01,17239.0
sercomtel,quantidade de reclamações,SCM,2018-01,39.0
sky,quantidade de reclamações,SCM,2018-01,1112.0
tim,quantidade de reclamações,SCM,2018-01,3213.0
vivo,quantidade de reclamações,SCM,2018-01,12184.0
algar,quantidade de reclamações no período,SCM,2018-01,1182.0
net,quantidade de reclamações no período,SCM,2018-01,21252.0
oi,quantidade de reclamações no período,SCM,2018-01,49966.0
sercomtel,quantidade de reclamações no período,SCM,2018-01,199.0
sky,quantidade de reclamações no período,SCM,2018-01,2800.0
tim,quantidade de reclamações no período,SCM,2018-01,8755.0
vivo,quantidade de reclamações no período,SCM,2018-01,33207.0
algar,quantidade de respondidas,SCM,2018-01,523.0
net,quantidade de respondidas,SCM,2018-01,7400.0
oi,quantidade de respondidas,SCM,2018-01,17137.0
sercomtel,quantidade de respondidas,SCM,2018-01,34.0
sky,quantidade de respondidas,SCM,2018-01,1110.0
tim,quantidade de respondidas,SCM,2018-01,3212.0
vivo,quantidade de respondidas,SCM,2018-01,12178.0
algar,quantidade de sol. respondidas em até 5 dias,SCM,2018-01,450.0
net,quantidade de sol. respondidas em até 5 dias,SCM,2018-01,6368.0
oi,quantidade de sol. respondidas em até 5 dias,SCM,2018-01,14837.0
sercomtel,quantidade de sol. respondidas em até 5 dias,SCM,2018-01,26.0
sky,quantidade de sol. respondidas em até 5 dias,SCM,2018-01,972.0
tim,quantidade de sol. respondidas em até 5 dias,SCM,2018-01,2568.0
vivo,quantidade de sol. respondidas em até 5 dias,SCM,2018-01,10521.0
algar,quantidade de sol. respondidas no período,SCM,2018-01,1182.0
net,quantidade de sol. respondidas no período,SCM,2018-01,21230.0
oi,quantidade de sol. respondidas no período,SCM,2018-01,49817.0
sercomtel,quantidade de sol. respondidas no período,SCM,2018-01,195.0
sky,quantidade de sol. respondidas no período,SCM,2018-01,2798.0
tim,quantidade de sol. respondidas no período,SCM,2018-01,8755.0
vivo,quantidade de sol. respondidas no período,SCM,2018-01,33173.0
algar,taxa de reabertas,SCM,2018-01,7.26577437858509
net,taxa de reabertas,SCM,2018-01,7.56756756756757
oi,taxa de reabertas,SCM,2018-01,10.3752115306063
sercomtel,taxa de reabertas,SCM,2018-01,20.5882352941176
sky,taxa de reabertas,SCM,2018-01,3.51351351351351
tim,taxa de reabertas,SCM,2018-01,17.1855541718555
vivo,taxa de reabertas,SCM,2018-01,5.65774347183446
algar,taxa de respondidas em 5 dias úteis,SCM,2018-01,85.8778625954199
net,taxa de respondidas em 5 dias úteis,SCM,2018-01,85.9031431269392
oi,taxa de respondidas em 5 dias úteis,SCM,2018-01,86.06647717385
sercomtel,taxa de respondidas em 5 dias úteis,SCM,2018-01,66.6666666666667
sky,taxa de respondidas em 5 dias úteis,SCM,2018-01,87.410071942446
tim,taxa de respondidas em 5 dias úteis,SCM,2018-01,79.9253034547152
vivo,taxa de respondidas em 5 dias úteis,SCM,2018-01,86.3509520682863
algar,taxa de respondidas no período,SCM,2018-01,100.0
net,taxa de respondidas no período,SCM,2018-01,99.896
oi,taxa de respondidas no período,SCM,2018-01,99.702
sercomtel,taxa de respondidas no período,SCM,2018-01,97.99
sky,taxa de respondidas no período,SCM,2018-01,99.929
tim,taxa de respondidas no período,SCM,2018-01,100.0
vivo,taxa de respondidas no período,SCM,2018-01,99.898
algar,indicador de desempenho no atendimento (ida),SCM,2018-02,88.554
net,indicador de desempenho no atendimento (ida),SCM,2018-02,91.245
oi,indicador de desempenho no atendimento (ida),SCM,2018-02,45.786
sercomtel,indicador de desempenho no atendimento (ida),SCM,2018-02,70.872
sky,indicador de desempenho no atendimento (ida),SCM,2018-02,52.38
tim,indicador de desempenho no atendimento (ida),SCM,2018-02,0.0
vivo,indicador de desempenho no atendimento (ida),SCM,2018-02,74.579
algar,índice de reclamações,SCM,2018-02,0.858
net,índice de reclamações,SCM,2018-02,0.75
oi,índice de reclamações,SCM,2018-02,2.325
sercomtel,índice de reclamações,SCM,2018-02,0.227
sky,índice de reclamações,SCM,2018-02,2.305
tim,índice de reclamações,SCM,2018-02,7.773
vivo,índice de reclamações,SCM,2018-02,1.417
algar,quantidade de acessos em serviço,SCM,2018-02,550214.0
net,quantidade de acessos em serviço,SCM,2018-02,9005485.0
oi,quantidade de acessos em serviço,SCM,2018-02,6253295.0
sercomtel,quantidade de acessos em serviço,SCM,2018-02,215736.0
sky,quantidade de acessos em serviço,SCM,2018-02,359248.0
tim,quantidade de acessos em serviço,SCM,2018-02,422639.0
vivo,quantidade de acessos em serviço,SCM,2018-02,7612658.0
algar,quantidade de reabertas,SCM,2018-02,35.0
net,quantidade de reabertas,SCM,2018-02,536.0
oi,quantidade de reabertas,SCM,2018-02,1403.0
sercomtel,quantidade de reabertas,SCM,2018-02,7.0
sky,quantidade de reabertas,SCM,2018-02,38.0
tim,quantidade de reabertas,SCM,2018-02,474.0
vivo,quantidade de reabertas,SCM,2018-02,585.0
algar,quantidade de reclamações,SCM,2018-02,472.0
net,quantidade de reclamações,SCM,2018-02,6756.0
oi,quantidade de reclamações,SCM,2018-02,14539.0
sercomtel,quantidade de reclamações,SCM,2018-02,49.0
sky,quantidade de reclamações,SCM,2018-02,828.0
tim,quantidade de reclamações,SCM,2018-02,3285.0
vivo,quantidade de reclamações,SCM,2018-02,10786.0
algar,quantidade de reclamações no período,SCM,2018-02,1251.0
net,quantidade de reclamações no período,SCM,2018-02,21013.0
oi,quantidade de reclamações no período,SCM,2018-02,48113.0
sercomtel,quantidade de reclamações no período,SCM,2018-02,172.0
sky,quantidade de reclamações no período,SCM,2018-02,2911.0
tim,quantidade de reclamações no período,SCM,2018-02,9450.0
vivo,quantidade de reclamações no período,SCM,2018-02,33657.0
algar,quantidade de respondidas,SCM,2018-02,472.0
net,quantidade de respondidas,SCM,2018-02,6742.0
oi,quantidade de respondidas,SCM,2018-02,14401.0
sercomtel,quantidade de respondidas,SCM,2018-02,46.0
sky,quantidade de respondidas,SCM,2018-02,824.0
tim,quantidade de respondidas,SCM,2018-02,3284.0
vivo,quantidade de respondidas,SCM,2018-02,10774.0
algar,quantidade de sol. respondidas em até 5 dias,SCM,2018-02,403.0
net,quantidade de sol. respondidas em até 5 dias,SCM,2018-02,5777.0
oi,quantidade de sol. respondidas em até 5 dias,SCM,2018-02,12490.0
sercomtel,quantidade de sol. respondidas em até 5 dias,SCM,2018-02,27.0
sky,quantidade de sol. respondidas em até 5 dias,SCM,2018-02,717.0
tim,quantidade de sol. respondidas em até 5 dias,SCM,2018-02,2683.0
vivo,quantidade de sol. respondidas em até 5 dias,SCM,2018-02,9345.0
algar,quantidade de sol. respondidas no período,SCM,2018-02,1251.0
net,quantidade de sol. respondidas no período,SCM,2018-02,21008.0
oi,quantidade de sol. respondidas no período,SCM,2018-02,48020.0
sercomtel,quantidade de sol. respondidas no período,SCM,2018-02,168.0
sky,quantidade de sol. respondidas no período,SCM,2018-02,2910.0
tim,quantidade de sol. respondidas no período,SCM,2018-02,9449.0
vivo,quantidade de sol. respondidas no período,SCM,2018-02,33632.0
algar,taxa de reabertas,SCM,2018-02,7.415
net,taxa de reabertas,SCM,2018-02,7.95
oi,taxa de reabertas,SCM,2018-02,9.742
sercomtel,taxa de reabertas,SCM,2018-02,15.217
sky,taxa de reabertas,SCM,2018-02,4.612
tim,taxa de reabertas,SCM,2018-02,14.434
vivo,taxa de reabertas,SCM,2018-02,5.43
algar,taxa de respondidas em 5 dias úteis,SCM,2018-02,85.381
